ContractId	Age	Gender	Children	Profession	"Customer Type"	"Multiple cars"	"Driving Licence Years"	"Car category"	"Annual Kilometers"	Gearbox	Fuel	Claim	rr_Claim
5144	58	Man	4+	Student	Agency	No	21	Sport	19205	Automatic	Diesel		0.32813188887630573
5145	73	Woman	1	Unemployed	On-line	No	11	Estate	23753	Automatic	Diesel		0.046972581738805044
5146	43	Man	2	Unemployed	Agency	Yes	14	Sport	10458	Automatic	Diesel		0.28124416645701322
5149	67	Man	3	Unemployed	Agency	No	10	Sport	31536	Automatic	Diesel		0.36500356277517831
5151	40	Man	1	"Public Sector - Manager"	On-line	Yes	16	Estate	18170	Automatic	Petrol		0.23894088125264379
5152	39	Man	4+	Retired	Agency	No	18	Estate	21790	Manual	Petrol		0.14296527853428032
5153	21	Man	0	"Public Sector - Director"	Agency	Yes	3	Sport	52249	Manual	Petrol		0.31723837201615263
5155	74	Woman	4+	Unemployed	Agency	No	15	Estate	25439	Automatic	Diesel		0.056027104904679464
5156	45	Woman	4+	Student	On-line	No	9	Sport	28082	Automatic	Petrol		0.13200521527951956
5157	71	Man	4+	Independant	Agency	No	19	Sport	25236	Automatic	Petrol		0.26361575840170159
5158	45	Woman	2	"Public Sector - Manager"	Agency	No	4	Estate	33246	Automatic	Petrol		0.067316753173994465
5159	70	Woman	2	"Public Sector - Employee"	On-line	No	8	Sport	24414	Manual	Petrol		0.13516718313227571
5160	48	Man	3	Retired	Agency	Yes	6	Sport	22625	Manual	Petrol		0.26807744831578062
5161	55	Man	1	Independant	Agency	No	12	Estate	28713	Automatic	Diesel		0.1844510002479037
5162	45	Woman	4+	"Private Sector - Manager"	Agency	No	14	Estate	31233	Automatic	Petrol		-0.042469108703629188
5163	81	Man	4+	"Private Sector - Director"	Agency	No	14	Estate	46663	Automatic	Diesel		0.29644107376033541
5164	51	Man	1	"Public Sector - Director"	Agency	No	10	Saloon	15776	Manual	Diesel		0.038375704171886155
5165	37	Woman	2	"Public Sector - Employee"	On-line	No	15	Sport	15300	Automatic	Diesel		0.22483298663609039
5166	43	Woman	4+	"Private Sector - Director"	Agency	No	22	Saloon	22533	Automatic	Petrol		-0.073657525185911177
5167	55	Woman	4+	Retired	On-line	Yes	11	Estate	42624	Manual	Diesel		0.0024835435881635226
5170	18	Woman	1	Unemployed	Agency	No	0	Sport	15281	Manual	Petrol		0.13784797371289234
5171	75	Man	2	"Public Sector - Employee"	Agency	Yes	19	Sport	30446	Automatic	Diesel		0.46696341918632156
5172	51	Man	2	"Private Sector - Director"	On-line	No	14	Saloon	31127	Automatic	Diesel		0.19178470828066671
5173	48	Man	2	Independant	Agency	Yes	17	Estate	26197	Automatic	Diesel		0.18973324740241967
5174	18	Man	1	"Private Sector - Manager"	Agency	Yes	0	Saloon	32661	Automatic	Diesel		0.25292997725675004
5175	56	Man	4+	Unemployed	Agency	No	5	Estate	31587	Automatic	Petrol		0.094456367231882943
5176	54	Woman	2	"Public Sector - Manager"	Agency	No	9	Saloon	28040	Automatic	Petrol		0.084449652486064036
5178	49	Woman	2	Government	Agency	No	12	Estate	21268	Automatic	Diesel		0.038624878876085816
5181	53	Man	2	"Public Sector - Manager"	On-line	Yes	8	Sport	19009	Automatic	Petrol		0.3642100495408378
5182	31	Woman	4+	"Public Sector - Employee"	On-line	Yes	13	Saloon	8599	Manual	Diesel		0.050429887367465585
5183	47	Man	0	"Public Sector - Director"	Agency	Yes	16	Saloon	25351	Automatic	Petrol		0.17045387011509289
5184	55	Man	0	"Private Sector - Manager"	Agency	No	6	Sport	18111	Automatic	Diesel		0.49083271733847078
5187	86	Man	4+	Independant	On-line	Yes	15	Sport	20249	Automatic	Diesel		0.52619813088286793
5188	43	Woman	4+	Student	Agency	Yes	7	Sport	69216	Automatic	Petrol		0.0049441497577615429
5189	33	Man	2	Independant	Agency	No	3	Estate	20151	Automatic	Diesel		0.21673043254699154
5190	21	Woman	4+	"Public Sector - Employee"	On-line	Yes	3	Sport	21449	Manual	Diesel		0.28298343509149271
5193	64	Woman	4+	"Public Sector - Employee"	Agency	No	21	Saloon	20255	Automatic	Diesel		0.029869084720418122
5195	61	Woman	2	"Public Sector - Employee"	On-line	Yes	14	Saloon	12277	Automatic	Diesel		-0.013812648546861761
5196	75	Woman	4+	Retired	Agency	No	17	Estate	34560	Manual	Diesel		0.13675298648191833
5197	67	Man	4+	"Private Sector - Employee"	Agency	No	7	Saloon	15164	Automatic	Diesel		0.034637587664564262
5198	26	Woman	1	Independant	Agency	No	8	Estate	14336	Automatic	Petrol		-0.057792141744492029
5199	72	Woman	2	Government	Agency	Yes	14	Saloon	23874	Manual	Diesel		0.047882746063029155
5200	20	Woman	2	"Public Sector - Employee"	On-line	No	2	Saloon	25793	Manual	Diesel		0.12890280487383177
5201	44	Woman	0	"Public Sector - Employee"	On-line	No	16	Estate	20442	Automatic	Diesel		0.18669799566864706
5202	18	Man	4+	"Private Sector - Employee"	Agency	No	0	Estate	24387	Automatic	Petrol		0.077944046287357141
5203	65	Man	1	Retired	Agency	No	14	Saloon	26706	Automatic	Diesel		0.20277713755092255
5204	67	Woman	0	"Public Sector - Director"	Agency	No	11	Sport	33743	Manual	Diesel		0.28545065278104109
5205	52	Woman	2	"Private Sector - Employee"	On-line	No	4	Saloon	39818	Automatic	Diesel		-0.070282116526239558
5206	33	Woman	0	Independant	Agency	No	12	Estate	38441	Automatic	Diesel		0.22441994920376115
5207	51	Woman	1	Government	On-line	No	14	Sport	26632	Automatic	Petrol		0.15185984434701133
5208	21	Woman	3	"Private Sector - Director"	Agency	No	3	Estate	19595	Automatic	Diesel		0.09432258342965201
5209	54	Woman	0	"Private Sector - Manager"	Agency	No	7	Saloon	36603	Automatic	Diesel		0.18714596962905153
5210	24	Woman	0	"Private Sector - Manager"	Agency	Yes	6	Estate	35028	Automatic	Petrol		0.16360331780346207
5212	31	Man	2	"Private Sector - Employee"	On-line	No	13	Estate	24766	Automatic	Petrol		0.074815858374086733
5213	73	Woman	4+	"Private Sector - Director"	Agency	No	19	Saloon	21807	Manual	Diesel		0.036241379826391237
5215	39	Man	0	Independant	Agency	No	5	Sport	23020	Manual	Diesel		0.56236387605624905
5216	52	Man	4+	"Private Sector - Employee"	Agency	No	20	Estate	17683	Manual	Diesel		0.069208753631101128
5218	75	Man	0	"Private Sector - Manager"	Agency	No	10	Estate	31529	Manual	Diesel		0.43878435233697988
5220	31	Woman	1	"Public Sector - Manager"	On-line	No	13	Sport	20661	Manual	Diesel		0.3909634933704208
5221	19	Woman	4+	Retired	Agency	No	1	Estate	19600	Manual	Diesel		0.095152952887014836
5224	41	Woman	2	Independant	Agency	No	6	Saloon	23791	Automatic	Petrol		-0.051704192748207554
5225	73	Woman	1	"Public Sector - Director"	On-line	No	15	Estate	25348	Automatic	Diesel		-0.03200354019883335
5226	74	Man	1	Retired	Agency	No	11	Estate	18795	Automatic	Petrol		0.063152376004358385
5227	68	Woman	2	Retired	On-line	No	15	Sport	55964	Automatic	Diesel		0.13749690680066545
5228	31	Woman	2	Retired	Agency	No	13	Sport	37098	Automatic	Diesel		0.27093051694418102
5229	30	Woman	0	Student	On-line	No	12	Estate	19211	Manual	Petrol		0.13353883433663374
5230	43	Woman	3	"Private Sector - Manager"	Agency	Yes	19	Sport	20112	Automatic	Diesel		0.18604506542545854
5231	44	Man	2	"Public Sector - Director"	On-line	No	21	Estate	19464	Automatic	Petrol		-0.016487130437521414
5232	33	Man	2	"Private Sector - Director"	Agency	Yes	10	Sport	20033	Automatic	Diesel		0.40873788298595881
5233	36	Man	4+	"Public Sector - Employee"	Agency	No	6	Estate	17535	Automatic	Petrol		0.12070530951803071
5234	40	Man	2	"Public Sector - Employee"	Agency	No	11	Sport	42599	Automatic	Diesel		0.37770777649719967
5235	75	Man	4+	"Private Sector - Director"	Agency	Yes	17	Sport	28801	Manual	Diesel		0.47231894531311425
5236	29	Woman	4+	"Public Sector - Manager"	Agency	Yes	8	Saloon	35647	Manual	Diesel		0.21675296803254313
5237	39	Man	0	"Private Sector - Director"	Agency	No	3	Estate	20415	Automatic	Diesel		0.38378281820496629
5238	24	Man	4+	"Private Sector - Employee"	On-line	No	6	Sport	18037	Automatic	Diesel		0.31357180587237954
5239	66	Woman	4+	"Public Sector - Manager"	On-line	No	15	Estate	18687	Automatic	Diesel		0.13707600250272303
5240	44	Woman	4+	Unemployed	Agency	Yes	12	Sport	42017	Manual	Diesel		0.18383676359091081
5241	30	Man	4+	"Public Sector - Employee"	Agency	No	8	Saloon	29342	Manual	Diesel		0.25891866106406713
5242	75	Woman	4+	Independant	On-line	No	18	Sport	26334	Automatic	Petrol		0.23067377296520331
5243	42	Man	3	"Private Sector - Manager"	Agency	Yes	16	Saloon	28131	Manual	Diesel		0.13259712115665473
5244	42	Woman	4+	Independant	Agency	No	20	Sport	24576	Manual	Diesel		0.15212936966127871
5245	52	Man	1	Independant	Agency	Yes	4	Sport	27701	Manual	Petrol		0.27229522891683855
5246	71	Woman	2	"Public Sector - Manager"	On-line	Yes	21	Saloon	35992	Manual	Diesel		0.14868103534285151
5247	37	Woman	1	Student	Agency	Yes	19	Saloon	24185	Automatic	Diesel		0.098990549385809742
5248	62	Woman	4+	"Private Sector - Employee"	Agency	Yes	5	Saloon	16915	Automatic	Diesel		-0.10295235764156038
5250	22	Woman	1	"Private Sector - Director"	Agency	No	4	Saloon	26192	Automatic	Petrol		0.035684096979296587
5251	53	Man	4+	Independant	On-line	No	8	Estate	18874	Automatic	Diesel		0.14908416271821456
5253	53	Woman	4+	Unemployed	Agency	No	5	Sport	23802	Automatic	Diesel		0.23053799014209192
5254	41	Man	0	Student	Agency	No	17	Estate	24664	Automatic	Diesel		0.33988967638625611
5255	43	Man	0	"Public Sector - Manager"	On-line	No	8	Estate	28677	Automatic	Diesel		0.44525399029360946
5256	54	Man	2	"Private Sector - Employee"	On-line	No	17	Saloon	12249	Manual	Diesel		0.038502532701421205
5257	38	Woman	3	"Public Sector - Director"	Agency	No	20	Sport	28678	Manual	Petrol		0.1155385191311894
5258	76	Man	2	Unemployed	Agency	No	9	Sport	24951	Automatic	Petrol		0.4757462425913549
5259	21	Man	4+	"Private Sector - Employee"	On-line	No	3	Saloon	32892	Manual	Diesel		0.16320199208611841
5260	21	Man	1	"Public Sector - Employee"	Agency	No	3	Estate	33691	Automatic	Diesel		0.24837247361021911
5261	22	Man	4+	"Private Sector - Manager"	Agency	No	4	Sport	21660	Automatic	Diesel		0.42212534535032686
5262	51	Woman	2	Government	Agency	No	8	Estate	25810	Automatic	Petrol		-0.030956264242531048
5263	45	Woman	4+	"Private Sector - Manager"	On-line	No	10	Saloon	30202	Automatic	Petrol		-0.03911254491230811
5264	52	Woman	2	"Public Sector - Employee"	Agency	Yes	17	Estate	23709	Automatic	Diesel		0.05183107008934619
5266	45	Woman	1	Independant	On-line	Yes	21	Saloon	21948	Automatic	Diesel		0.027229007462600888
5267	57	Woman	4+	"Private Sector - Employee"	On-line	Yes	8	Saloon	43079	Manual	Diesel		-0.12291422046060521
5268	25	Man	1	"Public Sector - Manager"	Agency	No	7	Sport	39448	Automatic	Diesel		0.51610097301811897
5269	20	Man	2	"Public Sector - Employee"	Agency	Yes	2	Sport	39284	Manual	Petrol		0.30798676540619452
5270	71	Woman	0	"Public Sector - Employee"	Agency	Yes	7	Saloon	27448	Manual	Petrol		0.11969181785904021
5271	39	Man	3	"Public Sector - Director"	Agency	No	11	Estate	19000	Manual	Diesel		0.13442430139901501
5272	27	Man	1	Unemployed	On-line	No	4	Saloon	23892	Automatic	Petrol		0.15937352321397713
5274	54	Man	4+	"Private Sector - Director"	Agency	No	3	Sport	24969	Manual	Petrol		0.28049404941973904
5275	19	Woman	1	Student	Agency	Yes	1	Estate	24247	Automatic	Petrol		0.011941427565363288
5277	62	Man	2	Retired	Agency	No	5	Sport	62062	Automatic	Petrol		0.1812387087019538
5278	70	Man	4+	"Public Sector - Manager"	Agency	No	11	Sport	34386	Automatic	Diesel		0.47133572253709666
5279	38	Man	4+	"Public Sector - Manager"	On-line	No	6	Estate	62394	Automatic	Diesel		0.27446031493495071
5280	47	Man	4+	"Private Sector - Employee"	Agency	No	22	Estate	19850	Automatic	Petrol		-0.013665124940179296
5281	52	Man	4+	"Public Sector - Director"	On-line	Yes	9	Saloon	19919	Automatic	Diesel		0.081539158295107952
5282	23	Woman	1	"Public Sector - Manager"	Agency	No	5	Sport	22627	Automatic	Diesel		0.40501617311228599
5283	78	Man	4+	Retired	Agency	No	23	Sport	19210	Automatic	Diesel		0.53790093891084034
5287	72	Man	1	Government	Agency	No	16	Saloon	20565	Manual	Diesel		0.16801504211093654
5288	19	Man	2	"Public Sector - Employee"	On-line	No	1	Sport	45161	Automatic	Diesel		0.34836469535489956
5289	40	Man	2	Student	Agency	No	14	Estate	33449	Automatic	Diesel		0.22731258929288986
5291	40	Man	3	Independant	Agency	No	6	Estate	18092	Manual	Diesel		0.20256630352423149
5292	72	Man	4+	"Private Sector - Manager"	Agency	No	4	Estate	31924	Automatic	Diesel		0.18408883800192963
5293	46	Man	4+	"Private Sector - Manager"	Agency	Yes	17	Sport	28821	Automatic	Diesel		0.37704755692021752
5294	45	Man	1	"Private Sector - Manager"	Agency	No	22	Saloon	21249	Manual	Petrol		0.081359112457895663
5295	45	Woman	2	Government	On-line	Yes	15	Saloon	39206	Automatic	Diesel		0.019933703130523173
5296	73	Woman	1	"Public Sector - Director"	Agency	No	5	Sport	41808	Manual	Diesel		0.092928325000432244
5297	42	Woman	4+	Unemployed	Agency	No	9	Estate	14602	Manual	Petrol		-0.17550520182330095
5298	43	Man	1	"Private Sector - Employee"	Agency	No	5	Estate	19516	Automatic	Diesel		0.054929458831591817
5299	29	Woman	1	"Public Sector - Employee"	Agency	Yes	8	Estate	20960	Manual	Diesel		0.098638677362119023
5301	42	Woman	4+	Unemployed	Agency	No	7	Saloon	24985	Automatic	Diesel		-0.0098310085579305373
5302	52	Man	2	Retired	Agency	No	19	Sport	19768	Automatic	Diesel		0.34691519007336924
5303	44	Woman	2	Student	On-line	Yes	11	Saloon	25725	Automatic	Petrol		-0.046790085789220393
5304	25	Man	1	Government	Agency	No	7	Estate	14120	Manual	Diesel		0.18987877456524335
5306	25	Man	4+	"Private Sector - Manager"	Agency	No	7	Saloon	25132	Automatic	Diesel		0.26163048390113619
5308	66	Woman	4+	"Public Sector - Director"	Agency	No	18	Estate	20506	Manual	Diesel		-0.057004336321721971
5310	46	Woman	4+	"Private Sector - Employee"	Agency	No	21	Sport	18384	Automatic	Diesel		0.11269291771079548
5311	27	Man	4+	"Private Sector - Manager"	On-line	No	9	Sport	31487	Automatic	Diesel		0.43157649397618003
5312	29	Woman	1	"Private Sector - Employee"	Agency	Yes	4	Sport	31829	Automatic	Diesel		0.20350878048370766
5313	28	Woman	2	Student	On-line	Yes	7	Sport	16972	Automatic	Petrol		0.11920261749865491
5314	63	Man	2	"Private Sector - Director"	Agency	No	16	Estate	45431	Automatic	Diesel		0.10120926733532108
5315	44	Man	2	Government	Agency	No	5	Sport	11654	Manual	Petrol		0.20982421149450642
5316	64	Woman	2	"Private Sector - Manager"	On-line	No	16	Sport	27360	Automatic	Petrol		0.14633189925691148
5318	44	Woman	4+	Student	On-line	No	8	Estate	23001	Manual	Petrol		-0.061811562669700976
5319	21	Woman	2	Retired	Agency	Yes	3	Saloon	15588	Automatic	Petrol		-0.041867675237256312
5320	42	Woman	1	"Private Sector - Manager"	Agency	No	14	Estate	24239	Manual	Diesel		-0.013944819774097367
5321	44	Woman	1	Government	On-line	No	4	Estate	11870	Automatic	Diesel		-0.012428725255527212
5322	24	Woman	4+	"Private Sector - Employee"	Agency	No	6	Saloon	28422	Manual	Diesel		0.038170751952468669
5323	27	Man	1	Government	Agency	No	9	Saloon	18850	Automatic	Diesel		0.22618564661015497
5324	57	Woman	0	"Public Sector - Director"	Agency	No	13	Estate	21310	Manual	Diesel		0.10339928551116323
5325	75	Woman	4+	"Private Sector - Director"	Agency	No	7	Saloon	27835	Automatic	Diesel		0.15864715864160236
5327	74	Woman	4+	Independant	Agency	No	20	Estate	20371	Automatic	Diesel		0.013858480709570763
5331	44	Woman	0	Unemployed	On-line	Yes	3	Estate	52349	Manual	Petrol		0.022089981793533962
5332	74	Man	4+	Independant	On-line	No	15	Saloon	19567	Automatic	Diesel		0.14780457983589365
5333	31	Man	0	"Public Sector - Manager"	Agency	No	13	Sport	23671	Automatic	Diesel		0.69972563913154207
5334	69	Woman	2	Student	Agency	Yes	21	Estate	14614	Automatic	Diesel		-0.03054400910794719
5335	54	Man	2	"Public Sector - Manager"	On-line	No	18	Sport	28113	Manual	Diesel		0.4956449180741721
5336	69	Woman	0	"Private Sector - Director"	On-line	No	19	Saloon	34313	Automatic	Petrol		0.097827677766461923
5337	52	Man	1	Independant	Agency	No	15	Sport	37726	Manual	Petrol		0.23611339032753825
5338	20	Man	1	"Public Sector - Employee"	Agency	Yes	2	Saloon	33335	Automatic	Petrol		0.1553166862812701
5339	44	Man	2	"Public Sector - Employee"	On-line	Yes	6	Estate	21038	Manual	Diesel		0.1745806107353646
5340	22	Woman	4+	"Public Sector - Employee"	On-line	No	3	Estate	29020	Automatic	Diesel		0.12479841390825121
5342	66	Woman	2	Independant	Agency	No	8	Saloon	41005	Manual	Petrol		-0.10078813318123399
5343	29	Man	1	Retired	Agency	No	11	Sport	31320	Manual	Diesel		0.43131738869018788
5344	48	Man	0	"Public Sector - Manager"	On-line	No	17	Sport	33950	Automatic	Diesel		0.63093489525919866
5345	20	Woman	4+	Unemployed	Agency	No	2	Saloon	20179	Automatic	Diesel		0.097944445399889765
5346	62	Woman	4+	Government	Agency	No	14	Sport	11742	Automatic	Petrol		0.069895007863716357
5348	42	Man	2	"Private Sector - Director"	Agency	No	5	Sport	29890	Manual	Diesel		0.30530743522195603
5349	43	Woman	4+	"Private Sector - Director"	Agency	No	17	Sport	17752	Automatic	Diesel		0.17303086372283955
5350	34	Woman	2	"Public Sector - Director"	Agency	No	5	Sport	34567	Automatic	Diesel		0.19258784845833596
5351	49	Woman	4+	Retired	On-line	No	6	Saloon	28545	Automatic	Diesel		0.061822790840586631
5352	58	Woman	1	"Public Sector - Manager"	Agency	Yes	15	Sport	16244	Automatic	Diesel		0.28073023626059945
5353	53	Woman	4+	Independant	Agency	Yes	7	Sport	25960	Automatic	Diesel		0.22821708692288359
5354	47	Woman	4+	"Private Sector - Director"	On-line	No	10	Estate	19227	Automatic	Diesel		0.026907525873519574
5356	19	Man	3	Student	Agency	Yes	1	Estate	13193	Automatic	Diesel		0.17829085477306444
5357	68	Woman	0	Independant	On-line	No	4	Estate	20568	Automatic	Diesel		0.17018607346154674
5358	24	Man	1	Independant	Agency	Yes	6	Sport	24440	Automatic	Diesel		0.42243165931254478
5359	22	Man	1	"Private Sector - Employee"	Agency	Yes	4	Saloon	27816	Automatic	Diesel		0.1793262170650142
5360	48	Man	1	Government	Agency	Yes	13	Sport	29669	Automatic	Petrol		0.28013285608454919
5361	93	Man	1	"Private Sector - Employee"	On-line	No	15	Sport	13996	Automatic	Diesel		0.4050434173760783
5362	60	Man	4+	"Private Sector - Director"	Agency	No	8	Sport	20923	Manual	Petrol		0.25672494921477784
5363	52	Woman	1	Retired	On-line	Yes	15	Estate	39619	Automatic	Diesel		0.018502162095166787
5364	48	Man	3	"Private Sector - Director"	Agency	No	21	Estate	31119	Manual	Diesel		0.19159138982818252
5365	50	Man	4+	"Public Sector - Manager"	Agency	No	20	Sport	54619	Manual	Diesel		0.39691477748010684
5366	45	Man	4+	"Public Sector - Director"	Agency	No	6	Estate	31348	Automatic	Diesel		0.10238069993965995
5367	55	Woman	4+	Government	Agency	No	8	Saloon	27408	Manual	Diesel		0.064541035715677139
5368	27	Man	1	"Public Sector - Manager"	Agency	No	9	Saloon	27390	Manual	Diesel		0.38281732700289428
5369	74	Man	2	"Public Sector - Employee"	On-line	Yes	3	Estate	11885	Manual	Diesel		0.12150435170105792
5370	29	Man	2	Unemployed	Agency	No	11	Saloon	21163	Automatic	Diesel		0.23813787018104246
5371	63	Man	0	"Public Sector - Director"	Agency	No	21	Sport	30861	Manual	Diesel		0.43418479827184087
5373	21	Woman	2	"Private Sector - Employee"	On-line	No	3	Sport	22465	Manual	Petrol		0.10619822883800634
5374	24	Woman	2	Student	Agency	No	6	Saloon	25566	Automatic	Diesel		0.11182424365357568
5375	37	Man	4+	"Public Sector - Employee"	Agency	Yes	14	Estate	18257	Manual	Diesel		0.21890156772711725
5376	18	Woman	0	"Public Sector - Employee"	Agency	No	0	Saloon	19434	Manual	Diesel		0.24842271887732506
5377	46	Man	4+	Unemployed	Agency	No	14	Estate	26671	Automatic	Diesel		0.20561019769721148
5378	38	Man	4+	"Public Sector - Employee"	Agency	No	8	Estate	28048	Automatic	Diesel		0.25992026992336459
5379	55	Man	0	"Private Sector - Employee"	Agency	No	13	Sport	18634	Manual	Diesel		0.4059450597121852
5380	55	Man	4+	Student	Agency	No	5	Estate	15994	Manual	Diesel		0.11090173943060716
5381	24	Woman	4+	"Private Sector - Director"	Agency	No	6	Saloon	17342	Automatic	Petrol		-0.013921956401653158
5382	68	Woman	1	Independant	Agency	No	20	Estate	25017	Automatic	Diesel		0.040936276262655488
5383	55	Woman	3	Unemployed	On-line	No	4	Estate	10597	Manual	Diesel		-0.011947658548341678
5384	38	Man	1	"Private Sector - Manager"	Agency	Yes	14	Estate	22353	Automatic	Diesel		0.24108752947224257
5386	68	Man	4+	"Public Sector - Manager"	Agency	No	4	Sport	50965	Manual	Diesel		0.39342875155584145
5387	73	Man	0	Unemployed	Agency	No	4	Estate	30359	Automatic	Petrol		0.24810858214805948
5389	50	Woman	2	Independant	Agency	No	3	Saloon	23277	Automatic	Petrol		-0.058902739829465506
5390	49	Man	4+	"Private Sector - Manager"	On-line	No	3	Sport	21649	Manual	Diesel		0.35754263435109168
5391	48	Man	1	Independant	Agency	No	5	Estate	22948	Manual	Diesel		0.17181666209233104
5392	45	Woman	0	"Private Sector - Director"	On-line	No	8	Estate	29797	Automatic	Diesel		0.21060595538588281
5393	42	Man	2	Student	On-line	No	18	Estate	22054	Automatic	Diesel		0.098164588071335601
5394	51	Woman	2	Independant	Agency	No	21	Estate	19000	Manual	Diesel		0.011885059373217266
5395	52	Woman	0	Student	On-line	No	9	Estate	27629	Automatic	Diesel		0.20411286750479204
5396	53	Woman	0	Retired	Agency	No	10	Estate	46288	Automatic	Diesel		0.11883451078988708
5397	24	Man	4+	Government	On-line	Yes	6	Sport	25836	Automatic	Diesel		0.44435106797713775
5398	51	Man	2	Government	Agency	No	13	Sport	20020	Automatic	Petrol		0.25393155957702496
5399	46	Man	4+	"Private Sector - Manager"	Agency	Yes	22	Sport	24838	Automatic	Diesel		0.37443493863631871
5400	44	Woman	1	"Public Sector - Director"	Agency	Yes	17	Saloon	14279	Manual	Petrol		-0.19540101798147358
5403	56	Woman	0	Government	Agency	No	13	Saloon	40257	Automatic	Diesel		0.16806805351277199
5404	31	Woman	1	"Public Sector - Director"	On-line	No	11	Saloon	39221	Automatic	Petrol		-0.10069653571783246
5405	52	Woman	4+	Student	Agency	Yes	20	Saloon	43561	Automatic	Diesel		-0.048266028050260548
5406	20	Woman	2	Independant	On-line	No	2	Sport	17217	Manual	Petrol		0.15121013160792482
5407	40	Man	4+	Unemployed	Agency	No	3	Saloon	26116	Automatic	Diesel		0.26103576680109519
5408	35	Man	2	Independant	Agency	No	17	Estate	22586	Manual	Diesel		0.22935542417199747
5410	47	Woman	1	"Private Sector - Director"	Agency	No	20	Estate	18824	Automatic	Diesel		0.024685185498029963
5412	19	Woman	4+	"Private Sector - Director"	Agency	No	1	Sport	25689	Automatic	Petrol		0.21255148590945161
5413	24	Woman	4+	"Private Sector - Employee"	Agency	No	6	Saloon	19396	Manual	Diesel		0.0042492669069317257
5414	20	Man	2	Unemployed	Agency	No	2	Sport	45780	Automatic	Diesel		0.34781314314391476
5415	29	Man	2	Government	Agency	No	11	Saloon	33929	Manual	Petrol		0.14977025024287746
5416	18	Man	0	Independant	Agency	Yes	0	Saloon	14389	Manual	Diesel		0.33218590718612451
5417	49	Man	4+	Independant	Agency	No	11	Saloon	31902	Automatic	Petrol		0.080435990875090776
5418	43	Woman	2	Independant	On-line	Yes	4	Saloon	45421	Automatic	Diesel		-0.073104576001020966
5420	65	Man	2	"Private Sector - Employee"	On-line	No	3	Estate	14233	Automatic	Petrol		-0.059266947109615123
5421	38	Man	4+	"Public Sector - Employee"	Agency	Yes	14	Sport	36347	Manual	Diesel		0.41032167786840301
5422	39	Man	4+	Government	Agency	No	20	Estate	16875	Automatic	Diesel		0.18359090241125162
5423	42	Man	4+	Government	On-line	No	8	Saloon	36700	Automatic	Petrol		0.0084194543783714867
5425	74	Man	1	Retired	Agency	No	3	Sport	19263	Automatic	Diesel		0.33878633471694264
5426	52	Woman	1	"Public Sector - Director"	Agency	No	13	Estate	38475	Automatic	Diesel		-0.063448733100819582
5427	47	Woman	2	Unemployed	On-line	Yes	11	Saloon	34660	Automatic	Diesel		0.041452284133743161
5428	26	Man	2	"Private Sector - Director"	Agency	No	8	Saloon	21335	Automatic	Diesel		0.24029055834169724
5429	58	Man	0	"Public Sector - Manager"	Agency	No	10	Sport	27342	Manual	Petrol		0.5563509525808592
5430	31	Woman	2	Retired	Agency	Yes	13	Saloon	31607	Automatic	Petrol		0.01814729607212448
5431	54	Woman	2	"Private Sector - Manager"	Agency	No	7	Sport	25373	Automatic	Diesel		0.238958346699576
5432	21	Man	2	Independant	Agency	No	3	Saloon	26632	Automatic	Diesel		0.25713285170221684
5434	53	Man	4+	Independant	On-line	No	22	Estate	25475	Manual	Diesel		0.18548532603981968
5435	83	Woman	4+	"Public Sector - Director"	Agency	No	16	Sport	19177	Automatic	Petrol		0.21494428690725526
5436	41	Man	2	Independant	Agency	No	16	Sport	29016	Automatic	Diesel		0.3674801765503668
5437	54	Woman	2	Government	Agency	No	12	Sport	33481	Manual	Diesel		0.22344943397130471
5438	86	Man	1	"Public Sector - Director"	On-line	No	15	Estate	21682	Automatic	Diesel		0.28211285565305605
5441	22	Woman	4+	Government	Agency	No	4	Sport	20167	Manual	Diesel		0.27551245753293796
5442	43	Woman	4+	"Public Sector - Employee"	Agency	Yes	12	Sport	29933	Automatic	Petrol		0.11648271021423567
5443	52	Man	4+	Student	On-line	No	13	Estate	33924	Manual	Diesel		0.16821459779531622
5445	75	Man	2	"Public Sector - Director"	Agency	No	3	Estate	28382	Manual	Diesel		0.20747433793939035
5446	75	Man	0	Government	On-line	No	10	Saloon	16874	Automatic	Petrol		0.27957331189198981
5447	52	Woman	1	Unemployed	Agency	No	22	Sport	21430	Manual	Petrol		0.12308433198995419
5448	47	Woman	4+	"Public Sector - Employee"	On-line	No	19	Saloon	11531	Automatic	Diesel		-0.011653080956624762
5449	50	Man	0	Independant	Agency	No	13	Sport	16371	Manual	Petrol		0.34962940553299338
5451	37	Woman	0	"Private Sector - Director"	On-line	No	11	Saloon	37675	Automatic	Diesel		0.24093305444471397
5453	22	Woman	1	"Private Sector - Manager"	Agency	No	4	Saloon	21710	Manual	Diesel		0.10558433603372303
5454	21	Woman	2	Independant	Agency	No	3	Saloon	21465	Automatic	Diesel		0.090413506443344449
5455	72	Woman	2	Government	Agency	No	21	Sport	13480	Automatic	Diesel		0.1616604987905666
5456	65	Man	1	"Private Sector - Director"	Agency	Yes	10	Estate	26463	Automatic	Petrol		0.10762369941454936
5457	62	Woman	2	"Public Sector - Employee"	Agency	Yes	9	Sport	18612	Manual	Diesel		0.19973157851965093
5458	39	Man	2	"Public Sector - Manager"	Agency	No	20	Sport	41901	Manual	Diesel		0.498000165793131
